5, 0, 150, 150, 155, 39, 0, 16, 18, 5, 110, 1.4685, 2
4, 0, 150, 150, 155, 34, 0, 15, 15, 4, 143, 1.4685, 2
3, 0, 150, 150, 155, 29, 0, 15, 14, 3, 51, 1.4685, 2
2, 0, 150, 150, 155, 24, 0, 12, 12, 2, 171, 1.4685, 2
1, 0, 150, 150, 155, 19, 0, 12, 12, 1, 55, 1.4685, 2
0, 0, 150, 150, 155, 14, 0, 15, 10, 0, 84, 1.4685, 2
11, 0, 200, 200, 205, 39, 24, 16, 16, 11, 35, 1.4685, 5
10, 0, 200, 200, 205, 34, 24, 16, 18, 10, 56, 1.4685, 5
9, 0, 200, 200, 205, 29, 24, 14, 19, 9, 72, 1.4685, 5
8, 0, 200, 200, 205, 24, 24, 15, 17, 8, 52, 1.4685, 5
7, 0, 200, 200, 205, 19, 0, 18, 12, 7, 113, 1.4685, 2
6, 0, 200, 200, 205, 14, 24, 15, 12, 6, 88, 1.4685, 5
17, 0, 250, 250, 255, 39, 24, 17, 18, 17, 12, 1.55505, 7
16, 0, 250, 250, 255, 34, 24, 15, 11, 16, 170, 1.55505, 5
15, 0, 250, 250, 255, 29, 24, 19, 11, 15, 42, 1.55505, 7
14, 0, 250, 250, 255, 24, 24, 19, 14, 14, 46, 1.55505, 7
13, 0, 250, 250, 255, 19, 24, 10, 13, 13, 27, 1.55505, 7
12, 0, 250, 250, 255, 14, 24, 18, 18, 12, 114, 1.55505, 5
23, 0, 300, 300, 305, 39, 24, 13, 14, 23, 19, 1.6391, 7
22, 0, 300, 300, 305, 34, 24, 13, 18, 22, 141, 1.6391, 5
21, 0, 300, 300, 305, 29, 24, 12, 17, 21, 53, 1.6391, 7
20, 0, 300, 300, 305, 24, 0, 18, 13, 20, 72, 1.6391, 2
19, 0, 300, 300, 305, 19, 24, 11, 11, 19, 40, 1.6391, 7
18, 0, 300, 300, 305, 14, 24, 15, 12, 18, 38, 1.6391, 7
29, 0, 350, 350, 355, 39, 24, 10, 16, 29, 15, 1.6391, 7
28, 0, 350, 350, 355, 34, 24, 13, 14, 28, 48, 1.6391, 7
27, 0, 350, 350, 355, 29, 24, 14, 15, 27, 159, 1.6391, 5
26, 0, 350, 350, 355, 24, 24, 19, 18, 26, 137, 1.6391, 5
25, 0, 350, 350, 355, 19, 19, 17, 17, 25, 116, 1.6391, 5
24, 0, 350, 350, 355, 14, 24, 17, 13, 24, 37, 1.6391, 7
35, 0, 400, 400, 405, 39, 24, 16, 15, 35, 43, 1.62739, 7
34, 0, 400, 400, 405, 34, 24, 14, 19, 34, 28, 1.62739, 7
33, 0, 400, 400, 405, 29, 24, 15, 15, 33, 127, 1.62739, 5
32, 0, 400, 400, 405, 24, 24, 16, 10, 32, 125, 1.62739, 5
31, 0, 400, 400, 405, 19, 19, 10, 12, 31, 145, 1.62739, 5
30, 0, 400, 400, 405, 14, 24, 13, 13, 30, 61, 1.62739, 7
41, 0, 450, 450, 455, 39, 0, 18, 11, 41, 58, 1.61712, 2
40, 0, 450, 450, 455, 34, 0, 14, 18, 40, 73, 1.61712, 2
39, 0, 450, 450, 455, 29, 0, 19, 14, 39, 32, 1.61712, 2
38, 0, 450, 450, 455, 24, 19, 10, 15, 38, 149, 1.61712, 5
37, 0, 450, 450, 455, 19, 0, 19, 16, 37, 22, 1.61712, 2
36, 0, 450, 450, 455, 14, 0, 18, 14, 36, 75, 1.61712, 2
47, 0, 500, 500, 505, 39, 0, 14, 15, 47, 125, 1.58314, 2
46, 0, 500, 500, 505, 34, 19, 13, 12, 46, 206, 1.58314, 5
45, 0, 500, 500, 505, 29, 0, 18, 14, 45, 197, 1.58314, 2
44, 0, 500, 500, 505, 24, 19, 10, 12, 44, 150, 1.58314, 5
43, 0, 500, 500, 505, 19, 19, 11, 19, 43, 205, 1.58314, 5
42, 0, 500, 500, 505, 14, 0, 18, 13, 42, 106, 1.58314, 2
53, 0, 550, 550, 555, 39, 0, 14, 16, 53, 85, 1.58314, 2
52, 0, 550, 550, 555, 34, 24, 12, 10, 52, 106, 1.58314, 5
51, 0, 550, 550, 555, 29, 0, 15, 15, 51, 56, 1.58314, 2
50, 0, 550, 550, 555, 24, 0, 11, 15, 50, 32, 1.58314, 2
49, 0, 550, 550, 555, 19, 0, 18, 15, 49, 142, 1.58314, 2
48, 0, 550, 550, 555, 14, 0, 11, 18, 48, 128, 1.58314, 2
59, 0, 600, 600, 605, 39, 0, 19, 11, 59, 148, 1.61277, 2
58, 0, 600, 600, 605, 34, 0, 14, 14, 58, 185, 1.61277, 2
57, 0, 600, 600, 605, 29, 0, 18, 13, 57, 193, 1.61277, 2
56, 0, 600, 600, 605, 24, 0, 14, 15, 56, 150, 1.61277, 2
55, 0, 600, 600, 605, 19, 0, 12, 15, 55, 92, 1.61277, 2
54, 0, 600, 600, 605, 14, 0, 19, 19, 54, 24, 1.61277, 2
65, 0, 650, 650, 655, 39, 24, 19, 10, 65, 99, 1.63619, 7
64, 0, 650, 650, 655, 34, 24, 14, 12, 64, 140, 1.63619, 5
63, 0, 650, 650, 655, 29, 24, 16, 16, 63, 88, 1.63619, 7
62, 0, 650, 650, 655, 24, 24, 17, 16, 62, 43, 1.63619, 7
61, 0, 650, 650, 655, 19, 24, 10, 12, 61, 23, 1.63619, 7
60, 0, 650, 650, 655, 14, 24, 11, 16, 60, 77, 1.63619, 7
71, 0, 700, 700, 705, 39, 24, 15, 12, 71, 68, 1.63619, 7
70, 0, 700, 700, 705, 34, 24, 11, 18, 70, 50, 1.63619, 7
69, 0, 700, 700, 705, 29, 24, 18, 17, 69, 175, 1.63619, 5
68, 0, 700, 700, 705, 24, 24, 15, 16, 68, 62, 1.63619, 7
67, 0, 700, 700, 705, 19, 24, 14, 17, 67, 105, 1.63619, 5
66, 0, 700, 700, 705, 14, 24, 13, 18, 66, 80, 1.63619, 7
77, 0, 750, 750, 755, 39, 19, 10, 10, 77, 201, 1.63619, 5
76, 0, 750, 750, 755, 34, 19, 14, 14, 76, 218, 1.63619, 5
75, 0, 750, 750, 755, 29, 19, 15, 19, 75, 21, 1.63619, 7
74, 0, 750, 750, 755, 24, 19, 13, 15, 74, 44, 1.63619, 7
73, 0, 750, 750, 755, 19, 19, 16, 18, 73, 18, 1.63619, 7
72, 0, 750, 750, 755, 14, 19, 15, 14, 72, 86, 1.63619, 7
83, 0, 800, 800, 805, 39, 0, 19, 12, 83, 147, 1.63619, 2
82, 0, 800, 800, 805, 34, 0, 16, 14, 82, 139, 1.63619, 2
81, 0, 800, 800, 805, 29, 0, 17, 14, 81, 15, 1.63619, 2
80, 0, 800, 800, 805, 24, 0, 14, 12, 80, 107, 1.63619, 2
79, 0, 800, 800, 805, 19, 0, 16, 15, 79, 110, 1.63619, 2
78, 0, 800, 800, 805, 14, 0, 13, 16, 78, 78, 1.63619, 2
