5, 0, 150, 150, 155, 39, 0, 14, 14, 5, 36, 2
4, 0, 150, 150, 155, 34, 0, 16, 12, 4, 55, 2
3, 0, 150, 150, 155, 29, 0, 19, 18, 3, 3, 2
2, 0, 150, 150, 155, 24, 0, 13, 11, 2, 189, 2
1, 0, 150, 150, 155, 19, 0, 19, 19, 1, 22, 2
0, 0, 150, 150, 155, 14, 0, 15, 19, 0, 6, 2
11, 0, 200, 200, 205, 39, 19, 18, 10, 11, 23, 7
10, 0, 200, 200, 205, 34, 19, 10, 14, 10, 139, 5
9, 0, 200, 200, 205, 29, 19, 16, 14, 9, 85, 5
8, 0, 200, 200, 205, 24, 19, 13, 19, 8, 137, 5
7, 0, 200, 200, 205, 19, 19, 16, 12, 7, 8, 7
6, 0, 200, 200, 205, 14, 14, 11, 13, 6, 149, 5
17, 0, 250, 250, 255, 39, 0, 16, 17, 17, 29, 2
16, 0, 250, 250, 255, 34, 0, 15, 15, 16, 86, 2
15, 0, 250, 250, 255, 29, 0, 18, 19, 15, 58, 2
14, 0, 250, 250, 255, 24, 0, 17, 12, 14, 9, 2
13, 0, 250, 250, 255, 19, 0, 16, 15, 13, 72, 2
12, 0, 250, 250, 255, 14, 0, 15, 18, 12, 87, 2
23, 0, 300, 300, 305, 39, 24, 18, 15, 23, 60, 7
22, 0, 300, 300, 305, 34, 24, 12, 17, 22, 18, 7
21, 0, 300, 300, 305, 29, 24, 15, 19, 21, 15, 7
20, 0, 300, 300, 305, 24, 24, 18, 13, 20, 3, 7
19, 0, 300, 300, 305, 19, 19, 13, 12, 19, 99, 5
18, 0, 300, 300, 305, 14, 24, 18, 15, 18, 16, 7
29, 0, 350, 350, 355, 39, 19, 12, 10, 29, 179, 5
28, 0, 350, 350, 355, 34, 19, 18, 10, 28, 83, 5
27, 0, 350, 350, 355, 29, 19, 11, 15, 27, 130, 5
26, 0, 350, 350, 355, 24, 24, 18, 13, 26, 33, 7
25, 0, 350, 350, 355, 19, 19, 19, 12, 25, 100, 5
24, 0, 350, 350, 355, 14, 24, 13, 12, 24, 1, 7
35, 0, 400, 400, 405, 39, 19, 14, 19, 35, 84, 5
34, 0, 400, 400, 405, 34, 24, 14, 10, 34, 90, 5
33, 0, 400, 400, 405, 29, 19, 10, 17, 33, 171, 5
32, 0, 400, 400, 405, 24, 24, 14, 14, 32, 3, 5
31, 0, 400, 400, 405, 19, 19, 13, 10, 31, 127, 5
30, 0, 400, 400, 405, 14, 24, 17, 16, 30, 19, 5
41, 0, 450, 450, 455, 39, 19, 15, 18, 41, 102, 5
