5, 0, 150, 150, 155, 39, 0, 10, 12, 5, 33, 1.05117, 2
4, 0, 150, 150, 155, 34, 0, 12, 18, 4, 58, 1.05117, 2
3, 0, 150, 150, 155, 29, 0, 12, 11, 3, 32, 1.05117, 2
2, 0, 150, 150, 155, 24, 0, 14, 15, 2, 32, 1.05117, 2
1, 0, 150, 150, 155, 19, 0, 15, 12, 1, 55, 1.05117, 2
0, 0, 150, 150, 155, 14, 0, 12, 19, 0, 30, 1.05117, 2
11, 0, 200, 200, 205, 39, 24, 12, 18, 11, 53, 1.05117, 7
10, 0, 200, 200, 205, 34, 24, 12, 18, 10, 5, 1.05117, 7
9, 0, 200, 200, 205, 29, 24, 17, 13, 9, 146, 1.05117, 5
8, 0, 200, 200, 205, 24, 24, 17, 10, 8, 146, 1.05117, 5
7, 0, 200, 200, 205, 19, 24, 10, 19, 7, 9, 1.05117, 7
6, 0, 200, 200, 205, 14, 24, 14, 17, 6, 67, 1.05117, 5
17, 0, 250, 250, 255, 39, 0, 17, 13, 17, 70, 0.996988, 2
16, 0, 250, 250, 255, 34, 24, 13, 13, 16, 79, 0.996988, 5
15, 0, 250, 250, 255, 29, 0, 18, 12, 15, 139, 0.996988, 2
14, 0, 250, 250, 255, 24, 0, 18, 18, 14, 57, 0.996988, 2
13, 0, 250, 250, 255, 19, 24, 11, 17, 13, 52, 0.996988, 5
12, 0, 250, 250, 255, 14, 0, 19, 13, 12, 194, 0.996988, 2
23, 0, 300, 300, 305, 39, 24, 11, 11, 23, 24, 1.28765, 7
22, 0, 300, 300, 305, 34, 24, 16, 17, 22, 22, 1.28765, 7
21, 0, 300, 300, 305, 29, 24, 12, 10, 21, 128, 1.28765, 5
20, 0, 300, 300, 305, 24, 24, 13, 11, 20, 38, 1.28765, 7
19, 0, 300, 300, 305, 19, 24, 17, 15, 19, 232, 1.28765, 5
18, 0, 300, 300, 305, 14, 24, 15, 12, 18, 53, 1.28765, 7
29, 0, 350, 350, 355, 39, 24, 16, 14, 29, 101, 1.28765, 5
28, 0, 350, 350, 355, 34, 24, 15, 12, 28, 135, 1.28765, 5
27, 0, 350, 350, 355, 29, 24, 10, 14, 27, 28, 1.28765, 7
26, 0, 350, 350, 355, 24, 24, 13, 12, 26, 127, 1.28765, 5
25, 0, 350, 350, 355, 19, 24, 14, 10, 25, 33, 1.28765, 7
24, 0, 350, 350, 355, 14, 24, 10, 19, 24, 114, 1.28765, 5
35, 0, 400, 400, 405, 39, 24, 13, 16, 35, 114, 1.36175, 5
34, 0, 400, 400, 405, 34, 24, 18, 17, 34, 19, 1.36175, 7
33, 0, 400, 400, 405, 29, 24, 10, 14, 33, 3, 1.36175, 7
32, 0, 400, 400, 405, 24, 24, 10, 11, 32, 25, 1.36175, 7
31, 0, 400, 400, 405, 19, 24, 19, 14, 31, 177, 1.36175, 5
30, 0, 400, 400, 405, 14, 14, 11, 10, 30, 13, 1.36175, 7
41, 0, 450, 450, 455, 39, 19, 13, 11, 41, 32, 1.29138, 7
40, 0, 450, 450, 455, 34, 0, 15, 19, 40, 111, 1.29138, 2
39, 0, 450, 450, 455, 29, 19, 19, 11, 39, 65, 1.29138, 7
38, 0, 450, 450, 455, 24, 19, 12, 15, 38, 100, 1.29138, 5
37, 0, 450, 450, 455, 19, 0, 15, 16, 37, 96, 1.29138, 2
36, 0, 450, 450, 455, 14, 0, 11, 19, 36, 19, 1.29138, 2
47, 0, 500, 500, 505, 39, 19, 14, 13, 47, 51, 1.29138, 7
46, 0, 500, 500, 505, 34, 19, 10, 18, 46, 138, 1.29138, 5
45, 0, 500, 500, 505, 29, 19, 14, 10, 45, 9, 1.29138, 7
44, 0, 500, 500, 505, 24, 19, 18, 12, 44, 83, 1.29138, 5
43, 0, 500, 500, 505, 19, 19, 16, 14, 43, 140, 1.29138, 5
42, 0, 500, 500, 505, 14, 19, 13, 17, 42, 73, 1.29138, 7
53, 0, 550, 550, 555, 39, 0, 17, 13, 53, 167, 1.29977, 2
52, 0, 550, 550, 555, 34, 0, 18, 16, 52, 20, 1.29977, 2
51, 0, 550, 550, 555, 29, 0, 18, 19, 51, 113, 1.29977, 2
50, 0, 550, 550, 555, 24, 0, 15, 19, 50, 77, 1.29977, 2
49, 0, 550, 550, 555, 19, 0, 17, 18, 49, 104, 1.29977, 2
48, 0, 550, 550, 555, 14, 0, 14, 18, 48, 135, 1.29977, 2
