5, 0, 150, 150, 155, 39, 0, 14, 14, 5, 100, 1.53398, 2
4, 0, 150, 150, 155, 34, 0, 16, 12, 4, 105, 1.53398, 2
3, 0, 150, 150, 155, 29, 0, 19, 18, 3, 39, 1.53398, 2
2, 0, 150, 150, 155, 24, 0, 13, 11, 2, 89, 1.53398, 2
1, 0, 150, 150, 155, 19, 0, 19, 19, 1, 2, 1.53398, 2
0, 0, 150, 150, 155, 14, 0, 15, 19, 0, 9, 1.53398, 2
11, 0, 200, 200, 205, 39, 19, 15, 15, 11, 56, 1.53494, 7
10, 0, 200, 200, 205, 34, 19, 19, 17, 10, 70, 1.53494, 5
9, 0, 200, 200, 205, 29, 19, 16, 10, 9, 91, 1.53494, 5
8, 0, 200, 200, 205, 24, 19, 15, 16, 8, 68, 1.53494, 5
7, 0, 200, 200, 205, 19, 19, 19, 13, 7, 103, 1.53494, 5
6, 0, 200, 200, 205, 14, 14, 15, 15, 6, 82, 1.53494, 5
17, 0, 250, 250, 255, 39, 19, 19, 11, 17, 44, 1.56112, 7
16, 0, 250, 250, 255, 34, 19, 15, 17, 16, 107, 1.56112, 5
15, 0, 250, 250, 255, 29, 19, 14, 11, 15, 36, 1.56112, 7
14, 0, 250, 250, 255, 24, 19, 11, 14, 14, 55, 1.56112, 7
13, 0, 250, 250, 255, 19, 19, 13, 12, 13, 2, 1.56112, 7
12, 0, 250, 250, 255, 14, 19, 11, 13, 12, 45, 1.56112, 7
23, 0, 300, 300, 305, 39, 24, 12, 18, 23, 28, 1.60423, 7
22, 0, 300, 300, 305, 34, 24, 13, 14, 22, 15, 1.60423, 7
21, 0, 300, 300, 305, 29, 24, 12, 17, 21, 187, 1.60423, 5
20, 0, 300, 300, 305, 24, 24, 16, 16, 20, 174, 1.60423, 5
19, 0, 300, 300, 305, 19, 19, 18, 12, 19, 50, 1.60423, 7
18, 0, 300, 300, 305, 14, 24, 13, 12, 18, 117, 1.60423, 5
29, 0, 350, 350, 355, 39, 24, 19, 18, 29, 30, 1.58433, 7
28, 0, 350, 350, 355, 34, 24, 17, 12, 28, 129, 1.58433, 5
27, 0, 350, 350, 355, 29, 24, 12, 13, 27, 113, 1.58433, 5
26, 0, 350, 350, 355, 24, 24, 18, 13, 26, 29, 1.58433, 7
25, 0, 350, 350, 355, 19, 19, 11, 16, 25, 133, 1.58433, 5
24, 0, 350, 350, 355, 14, 24, 19, 12, 24, 214, 1.58433, 5
35, 0, 400, 400, 405, 39, 24, 15, 12, 35, 43, 1.61361, 7
34, 0, 400, 400, 405, 34, 24, 12, 12, 34, 72, 1.61361, 7
33, 0, 400, 400, 405, 29, 24, 10, 10, 33, 109, 1.61361, 5
32, 0, 400, 400, 405, 24, 24, 12, 19, 32, 49, 1.61361, 7
31, 0, 400, 400, 405, 19, 19, 16, 11, 31, 80, 1.61361, 5
30, 0, 400, 400, 405, 14, 24, 11, 15, 30, 34, 1.61361, 7
41, 0, 450, 450, 455, 39, 24, 18, 16, 41, 28, 1.63448, 7
40, 0, 450, 450, 455, 34, 24, 15, 17, 40, 110, 1.63448, 5
39, 0, 450, 450, 455, 29, 24, 11, 15, 39, 72, 1.63448, 7
38, 0, 450, 450, 455, 24, 24, 11, 13, 38, 27, 1.63448, 7
37, 0, 450, 450, 455, 19, 19, 13, 19, 37, 161, 1.63448, 5
36, 0, 450, 450, 455, 14, 24, 13, 13, 36, 57, 1.63448, 7
47, 0, 500, 500, 505, 39, 24, 17, 10, 47, 136, 1.61098, 5
46, 0, 500, 500, 505, 34, 24, 18, 10, 46, 52, 1.61098, 7
45, 0, 500, 500, 505, 29, 24, 11, 19, 45, 177, 1.61098, 5
44, 0, 500, 500, 505, 24, 24, 12, 19, 44, 146, 1.61098, 5
43, 0, 500, 500, 505, 19, 19, 13, 18, 43, 37, 1.61098, 7
42, 0, 500, 500, 505, 14, 24, 11, 16, 42, 174, 1.61098, 5
53, 0, 550, 550, 555, 39, 24, 19, 13, 53, 155, 1.62258, 5
52, 0, 550, 550, 555, 34, 24, 19, 12, 52, 113, 1.62258, 5
