5, 0, 150, 150, 155, 39, 0, 12, 10, 5, 150, 2
4, 0, 150, 150, 155, 34, 0, 16, 16, 4, 39, 2
3, 0, 150, 150, 155, 29, 0, 19, 18, 3, 17, 2
2, 0, 150, 150, 155, 24, 0, 19, 18, 2, 76, 2
1, 0, 150, 150, 155, 19, 0, 13, 11, 1, 31, 2
0, 0, 150, 150, 155, 14, 0, 13, 18, 0, 30, 2
11, 0, 200, 200, 205, 39, 0, 14, 16, 11, 32, 2
10, 0, 200, 200, 205, 34, 24, 13, 13, 10, 7, 5
9, 0, 200, 200, 205, 29, 24, 17, 10, 9, 35, 5
8, 0, 200, 200, 205, 24, 0, 14, 18, 8, 77, 2
7, 0, 200, 200, 205, 19, 0, 16, 18, 7, 56, 2
6, 0, 200, 200, 205, 14, 24, 13, 13, 6, 27, 5
17, 0, 250, 250, 255, 39, 24, 18, 18, 17, 52, 5
16, 0, 250, 250, 255, 34, 24, 17, 15, 16, 86, 5
15, 0, 250, 250, 255, 29, 24, 12, 17, 15, 112, 5
14, 0, 250, 250, 255, 24, 24, 18, 11, 14, 50, 5
13, 0, 250, 250, 255, 19, 19, 11, 13, 13, 55, 5
12, 0, 250, 250, 255, 14, 24, 18, 19, 12, 60, 5
23, 0, 300, 300, 305, 39, 19, 11, 19, 23, 108, 5
22, 0, 300, 300, 305, 34, 19, 14, 11, 22, 130, 5
21, 0, 300, 300, 305, 29, 19, 12, 12, 21, 83, 5
20, 0, 300, 300, 305, 24, 19, 16, 16, 20, 14, 5
19, 0, 300, 300, 305, 19, 19, 12, 17, 19, 188, 5
18, 0, 300, 300, 305, 14, 19, 15, 10, 18, 153, 5
29, 0, 350, 350, 355, 39, 24, 19, 12, 29, 63, 7
28, 0, 350, 350, 355, 34, 24, 19, 11, 28, 79, 5
27, 0, 350, 350, 355, 29, 24, 15, 12, 27, 104, 5
26, 0, 350, 350, 355, 24, 24, 13, 12, 26, 23, 7
25, 0, 350, 350, 355, 19, 19, 12, 11, 25, 40, 7
24, 0, 350, 350, 355, 14, 24, 10, 17, 24, 8, 7
35, 0, 400, 400, 405, 39, 24, 10, 10, 35, 119, 5
34, 0, 400, 400, 405, 34, 24, 17, 14, 34, 98, 5
33, 0, 400, 400, 405, 29, 24, 10, 10, 33, 72, 7
32, 0, 400, 400, 405, 24, 24, 14, 10, 32, 26, 7
31, 0, 400, 400, 405, 19, 19, 14, 19, 31, 159, 5
30, 0, 400, 400, 405, 14, 14, 15, 11, 30, 51, 5
41, 0, 450, 450, 455, 39, 24, 19, 11, 41, 37, 7
40, 0, 450, 450, 455, 34, 24, 10, 13, 40, 78, 7
39, 0, 450, 450, 455, 29, 19, 12, 15, 39, 17, 5
38, 0, 450, 450, 455, 24, 24, 14, 10, 38, 120, 5
37, 0, 450, 450, 455, 19, 19, 10, 14, 37, 135, 5
36, 0, 450, 450, 455, 14, 24, 15, 14, 36, 150, 5
47, 0, 500, 500, 505, 39, 19, 15, 19, 47, 137, 5
46, 0, 500, 500, 505, 34, 19, 11, 12, 46, 133, 5
45, 0, 500, 500, 505, 29, 19, 10, 11, 45, 22, 7
44, 0, 500, 500, 505, 24, 19, 11, 16, 44, 199, 5
43, 0, 500, 500, 505, 19, 19, 10, 15, 43, 152, 5
42, 0, 500, 500, 505, 14, 19, 18, 15, 42, 66, 5
53, 0, 550, 550, 555, 39, 24, 12, 16, 53, 200, 5
52, 0, 550, 550, 555, 34, 0, 17, 11, 52, 77, 2
51, 0, 550, 550, 555, 29, 24, 11, 11, 51, 55, 5
50, 0, 550, 550, 555, 24, 0, 19, 19, 50, 116, 2
49, 0, 550, 550, 555, 19, 0, 16, 14, 49, 44, 2
48, 0, 550, 550, 555, 14, 0, 16, 19, 48, 18, 2
59, 0, 600, 600, 605, 39, 0, 12, 19, 59, 178, 2
58, 0, 600, 600, 605, 34, 0, 10, 18, 58, 7, 2
57, 0, 600, 600, 605, 29, 0, 18, 15, 57, 241, 2
56, 0, 600, 600, 605, 24, 0, 19, 15, 56, 118, 2
55, 0, 600, 600, 605, 19, 0, 12, 14, 55, 57, 2
54, 0, 600, 600, 605, 14, 0, 10, 17, 54, 28, 2
65, 0, 650, 650, 655, 39, 24, 14, 11, 65, 128, 5
64, 0, 650, 650, 655, 34, 24, 10, 17, 64, 143, 5
63, 0, 650, 650, 655, 29, 24, 10, 10, 63, 124, 5
